"Date","BoardValue","NationalValue",
"31 Mar 2021","315.000","249.000",
"31 Dec 2020","279.000","N/A",
"30 Sep 2020","230.000","N/A",
"30 Jun 2020","167.000","N/A",
"31 Mar 2020","202.000","N/A",
"31 Dec 2019","194.000","147.000",
"30 Sep 2019","168.000","146.000",
"30 Jun 2019","181.000","146.000",
"31 Mar 2019","191.000","161.000",
"31 Dec 2018","185.000","N/A",
"30 Sep 2018","182.000","N/A",
"30 Jun 2018","174.000","N/A",
"31 Mar 2018","180.000","N/A",
"31 Dec 2017","181.000","N/A",
"30 Sep 2017","148.000","N/A",
"30 Jun 2017","125.000","N/A",
"31 Mar 2017","152.000","138.000",
"31 Dec 2016","137.000","126.000",
"30 Sep 2016","112.000","113.000",
"30 Jun 2016","96.000","93.000",
"31 Mar 2016","100.000","101.000",
"31 Dec 2015","107.000","107.000",
"30 Sep 2015","105.000","100.000",
"30 Jun 2015","95.600","90.000",
"31 Mar 2015","96.000","95.000",
"31 Dec 2014","87.000","85.000",
"30 Sep 2014","91.000","84.000",
"30 Jun 2014","86.000","83.000",
"31 Mar 2014","94.000","83.000",
