"Date","BoardValue","NationalValue",
"31 Mar 2021","364.000","335.900",
"31 Dec 2020","362.000","312.100",
"30 Sep 2020","272.000","254.000",
"30 Jun 2020","135.000","121.600",
"31 Mar 2020","231.000","173.000",
"31 Dec 2019","229.000","175.000",
"30 Sep 2019","267.000","171.000",
"30 Jun 2019","238.000","165.000",
"31 Mar 2019","307.000","174.000",
"31 Dec 2018","267.000","162.000",
"30 Sep 2018","271.000","160.000",
"30 Jun 2018","256.000","N/A",
"31 Mar 2018","203.000","N/A",
"31 Dec 2017","198.000","N/A",
"30 Sep 2017","190.000","N/A",
"30 Jun 2017","178.000","N/A",
"31 Mar 2017","136.000","113.000",
"31 Dec 2016","116.000","98.000",
"30 Sep 2016","100.000","88.000",
"30 Jun 2016","86.000","84.000",
"31 Mar 2016","88.000","83.000",
"31 Dec 2015","84.000","80.000",
"30 Sep 2015","87.000","80.000",
"30 Jun 2015","79.000","80.000",
"31 Mar 2015","77.000","81.000",
"31 Dec 2014","77.000","77.000",
"30 Jun 2014","73.000","76.000",
"31 Mar 2014","70.000","76.000",
