"Date","BoardValue","NationalValue",
"31 Mar 2021","35.000","31.000",
"31 Dec 2020","33.000","N/A",
"30 Sep 2020","28.000","N/A",
"30 Jun 2020","N/A","N/A",
"31 Mar 2020","N/A","N/A",
"31 Dec 2019","49.000","43.000",
"30 Sep 2019","52.000","42.000",
"30 Jun 2019","49.000","41.000",
"31 Mar 2019","52.000","42.000",
"31 Dec 2018","53.000","40.000",
"30 Sep 2018","54.000","N/A",
"30 Jun 2018","52.000","N/A",
"31 Mar 2018","56.000","N/A",
"31 Dec 2017","58.000","N/A",
"30 Sep 2017","50.000","N/A",
"30 Jun 2017","48.000","N/A",
"31 Mar 2017","52.000","45.000",
"31 Dec 2016","56.000","44.000",
"30 Sep 2016","56.000","45.000",
"30 Jun 2016","49.000","41.000",
"31 Mar 2016","49.000","42.000",
"31 Dec 2015","55.000","46.000",
"30 Sep 2015","51.000","45.000",
"30 Jun 2015","48.000","42.000",
"31 Mar 2015","49.000","44.000",
"31 Dec 2014","48.000","42.000",
"30 Sep 2014","47.000","44.000",
"30 Jun 2014","46.000","42.000",
"31 Mar 2014","46.000","42.000",
