"Date","HospitalValue","BoardValue","NationalValue",
"01 Oct 2018","0.776","0.829","0.854",
"01 Jul 2018","0.683","0.747","0.795",
"01 Apr 2018","0.679","0.742","0.803",
"01 Jan 2018","0.799","0.890","0.941",
"01 Oct 2017","0.821","0.882","0.942",
"01 Jul 2017","0.776","0.840","0.853",
"01 Apr 2017","0.639","0.782","0.866",
"01 Jan 2017","0.835","0.872","0.936",
"01 Oct 2016","0.891","0.877","0.938",
"01 Jul 2016","0.737","0.854","0.875",
"01 Apr 2016","0.717","0.837","0.864",
"01 Jan 2016","0.835","0.908","0.972",
"01 Oct 2015","0.862","0.905","0.950",
"01 Jul 2015","0.791","0.855","0.898",
"01 Apr 2015","0.873","0.857","0.935",
"01 Jan 2015","0.890","0.911","1.007",
"01 Oct 2014","0.842","0.916","0.986",
"01 Jul 2014","0.808","0.845","0.934",
"01 Apr 2014","0.776","0.814","0.897",
