"Date","BoardValue","NationalValue",
"31 Mar 2021","196.000","335.900",
"31 Dec 2020","246.300","312.100",
"30 Sep 2020","251.000","254.000",
"30 Jun 2020","142.000","121.600",
"31 Mar 2020","130.000","173.000",
"31 Dec 2019","124.900","175.000",
"30 Sep 2019","140.000","171.000",
"30 Jun 2019","113.100","165.000",
"31 Mar 2019","111.000","174.000",
"31 Dec 2018","107.000","162.000",
"30 Sep 2018","85.000","160.000",
"30 Jun 2018","82.000","N/A",
"31 Mar 2018","84.000","N/A",
"31 Dec 2017","82.000","N/A",
"30 Sep 2017","82.000","N/A",
"30 Jun 2017","83.000","N/A",
"31 Mar 2017","80.000","113.000",
"31 Dec 2016","76.000","98.000",
"30 Sep 2016","66.000","88.000",
"30 Jun 2016","63.000","84.000",
"31 Mar 2016","64.000","83.000",
"31 Dec 2015","60.000","80.000",
"30 Sep 2015","N/A","80.000",
"30 Jun 2015","N/A","80.000",
"31 Mar 2015","N/A","81.000",
"31 Dec 2014","N/A","77.000",
"30 Jun 2014","N/A","76.000",
"31 Mar 2014","N/A","76.000",
