"Date","BoardValue","NationalValue",
"31 Mar 2021","318.400","335.900",
"31 Dec 2020","302.000","312.100",
"30 Sep 2020","273.000","254.000",
"30 Jun 2020","113.000","121.600",
"31 Mar 2020","135.000","173.000",
"31 Dec 2019","136.000","175.000",
"30 Sep 2019","123.000","171.000",
"30 Jun 2019","122.000","165.000",
"31 Mar 2019","115.000","174.000",
"31 Dec 2018","112.000","162.000",
"30 Sep 2018","115.000","160.000",
"30 Jun 2018","118.000","N/A",
"31 Mar 2018","106.000","N/A",
"31 Dec 2017","100.000","N/A",
"30 Sep 2017","100.000","N/A",
"30 Jun 2017","100.000","N/A",
"31 Mar 2017","102.000","113.000",
"31 Dec 2016","97.000","98.000",
"30 Sep 2016","86.000","88.000",
"30 Jun 2016","94.000","84.000",
"31 Mar 2016","91.000","83.000",
"31 Dec 2015","83.000","80.000",
"30 Sep 2015","82.000","80.000",
"30 Jun 2015","84.000","80.000",
"31 Mar 2015","79.000","81.000",
"31 Dec 2014","76.000","77.000",
"30 Jun 2014","72.000","76.000",
"31 Mar 2014","73.000","76.000",
