"Date","BoardValue","NationalValue",
"31 Mar 2021","363.000","335.900",
"31 Dec 2020","322.000","312.100",
"30 Sep 2020","283.000","254.000",
"30 Jun 2020","153.500","121.600",
"31 Mar 2020","160.000","173.000",
"31 Dec 2019","176.000","175.000",
"30 Sep 2019","181.000","171.000",
"30 Jun 2019","172.000","165.000",
"31 Mar 2019","217.000","174.000",
"31 Dec 2018","213.000","162.000",
"30 Sep 2018","214.000","160.000",
"30 Jun 2018","207.000","N/A",
"31 Mar 2018","204.000","N/A",
"31 Dec 2017","174.000","N/A",
"30 Sep 2017","157.000","N/A",
"30 Jun 2017","134.000","N/A",
"31 Mar 2017","137.000","113.000",
"31 Dec 2016","108.000","98.000",
"30 Sep 2016","100.000","88.000",
"30 Jun 2016","83.000","84.000",
"31 Mar 2016","83.000","83.000",
"31 Dec 2015","82.000","80.000",
"30 Sep 2015","80.000","80.000",
"30 Jun 2015","80.000","80.000",
"31 Mar 2015","82.000","81.000",
"31 Dec 2014","82.000","77.000",
"30 Jun 2014","78.000","76.000",
"31 Mar 2014","80.000","76.000",
