"Date","BoardValue","NationalValue",
"31 Mar 2021","24.000","31.000",
"31 Dec 2020","28.000","N/A",
"30 Sep 2020","20.000","N/A",
"30 Jun 2020","16.000","N/A",
"31 Mar 2020","40.000","N/A",
"31 Dec 2019","41.000","43.000",
"30 Sep 2019","38.000","42.000",
"30 Jun 2019","36.000","41.000",
"31 Mar 2019","37.000","42.000",
"31 Dec 2018","37.000","40.000",
"30 Sep 2018","39.000","N/A",
"30 Jun 2018","36.000","N/A",
"31 Mar 2018","40.000","N/A",
"31 Dec 2017","38.000","N/A",
"30 Sep 2017","42.000","N/A",
"30 Jun 2017","35.000","N/A",
"31 Mar 2017","36.000","45.000",
"31 Dec 2016","36.000","44.000",
"30 Sep 2016","35.000","45.000",
"30 Jun 2016","31.000","41.000",
"31 Mar 2016","31.000","42.000",
"31 Dec 2015","36.000","46.000",
"30 Sep 2015","38.000","45.000",
"30 Jun 2015","41.000","42.000",
"31 Mar 2015","42.000","44.000",
"31 Dec 2014","41.000","42.000",
"30 Sep 2014","42.000","44.000",
"30 Jun 2014","41.000","42.000",
"31 Mar 2014","40.000","42.000",
