"Date","BoardValue","NationalValue",
"31 Mar 2021","41.000","36.000",
"31 Dec 2020","51.000","49.000",
"30 Sep 2020","143.500","52.000",
"30 Jun 2020","18.000","16.000",
"31 Mar 2020","62.000","58.000",
"31 Dec 2019","57.000","54.000",
"30 Sep 2019","54.000","55.000",
"30 Jun 2019","47.000","54.000",
"31 Mar 2019","62.000","59.000",
"31 Dec 2018","63.000","52.000",
"30 Sep 2018","63.000","52.000",
"30 Jun 2018","65.000","N/A",
"31 Mar 2018","63.000","N/A",
"31 Dec 2017","55.000","N/A",
"30 Sep 2017","58.000","N/A",
"30 Jun 2017","60.000","N/A",
"31 Mar 2017","63.000","49.000",
"31 Dec 2016","56.000","45.000",
"30 Sep 2016","53.000","44.000",
"30 Jun 2016","55.000","43.000",
"31 Mar 2016","56.000","44.000",
"31 Dec 2015","45.000","41.000",
"30 Sep 2015","45.000","41.000",
"30 Jun 2015","47.000","41.000",
"31 Mar 2015","49.000","41.000",
"31 Dec 2014","42.000","38.000",
"30 Sep 2014","38.000","38.000",
"30 Jun 2014","41.000","38.000",
"31 Mar 2014","43.000","38.000",
