"Date","BoardValue","NationalValue",
"31 Mar 2021","33.000","36.000",
"31 Dec 2020","78.000","49.000",
"30 Sep 2020","161.000","52.000",
"30 Jun 2020","18.000","16.000",
"31 Mar 2020","71.000","58.000",
"31 Dec 2019","66.000","54.000",
"30 Sep 2019","69.000","55.000",
"30 Jun 2019","70.000","54.000",
"31 Mar 2019","71.000","59.000",
"31 Dec 2018","69.000","52.000",
"30 Sep 2018","65.000","52.000",
"30 Jun 2018","61.000","N/A",
"31 Mar 2018","66.000","N/A",
"31 Dec 2017","58.000","N/A",
"30 Sep 2017","52.000","N/A",
"30 Jun 2017","60.000","N/A",
"31 Mar 2017","65.000","49.000",
"31 Dec 2016","60.000","45.000",
"30 Sep 2016","62.000","44.000",
"30 Jun 2016","64.000","43.000",
"31 Mar 2016","62.000","44.000",
"31 Dec 2015","59.500","41.000",
"30 Sep 2015","58.000","41.000",
"30 Jun 2015","57.000","41.000",
"31 Mar 2015","56.000","41.000",
"31 Dec 2014","48.000","38.000",
"30 Sep 2014","49.000","38.000",
"30 Jun 2014","55.000","38.000",
"31 Mar 2014","44.000","38.000",
